"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","21 July 2016"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Hertfordshire","Police Force Area","121","122","977,495","12.33","N/A","88%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Humberside","Police Force Area","111","111","885,279","12.49","N/A","96%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Kent","Police Force Area","189","189","1,607,681","11.73","N/A","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Lancashire","Police Force Area","178","179","1,320,035","13.48","N/A","90%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Leicestershire","Police Force Area","109","109","797,704","13.61","N/A","78%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Lincolnshire","Police Force Area","66","66","696,484","9.48","N/A","98%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","London, City of","Police Force Area","53","53","N/A","N/A","N/A","79%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Merseyside","Police Force Area","229","229","1,305,303","17.54","N/A","95%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Metropolitan Police","Police Force Area","1,693","1,699","4,881,636","34.68","N/A","60%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Norfolk","Police Force Area","84","85","828,018","10.09","N/A","97%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","North Wales","Police Force Area","81","82","670,704","12.1","N/A","97%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","North Yorkshire","Police Force Area","82","82","769,206","10.66","N/A","97%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Northamptonshire","Police Force Area","56","58","632,822","8.87","N/A","91%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Northumbria","Police Force Area","179","179","1,343,747","13.32","N/A","95%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Nottinghamshire","Police Force Area","122","123","969,501","12.63","N/A","89%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","South Wales","Police Force Area","148","148","1,198,458","12.32","N/A","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","South Yorkshire","Police Force Area","146","147","1,217,653","12","N/A","91%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Staffordshire","Police Force Area","107","108","1,032,327","10.36","N/A","94%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Suffolk","Police Force Area","72","73","693,195","10.45","N/A","95%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Surrey","Police Force Area","103","104","1,023,682","10.08","N/A","90%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Sussex","Police Force Area","183","186","1,505,433","12.16","N/A","94%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Thames Valley","Police Force Area","190","192","1,919,646","9.88","N/A","85%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Warwickshire","Police Force Area","50","50","505,688","9.89","N/A","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","West Mercia","Police Force Area","127","127","1,176,516","10.77","N/A","96%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","West Midlands","Police Force Area","352","354","1,919,138","18.34","N/A","70%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","West Yorkshire","Police Force Area","284","285","1,819,818","15.58","N/A","82%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Inspector","Detailed rank data","Wiltshire","Police Force Area","75","75","642,869","11.67","N/A","95%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","All - including BTP","Police Force Area","138,031","140,156","48,209,395","286.32","96%","86%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Avon & Somerset","Police Force Area","3,301","3,369","1,491,970","221.22","98%","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Bedfordshire","Police Force Area","1,147","1,164","476,647","240.74","94%","77%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","British Transport Police","Police Force Area","2,381","2,399","N/A","N/A","93%","N/A"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Cambridgeshire","Police Force Area","1,402","1,421","726,531","192.96","98%","90%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Cheshire","Police Force Area","2,141","2,171","995,998","215","99%","97%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Cleveland","Police Force Area","1,727","1,748","526,456","328.08","98%","94%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Cumbria","Police Force Area","1,270","1,294","492,257","258.07","99%","98%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Derbyshire","Police Force Area","2,060","2,093","949,845","216.83","96%","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Devon & Cornwall","Police Force Area","3,171","3,243","1,627,306","194.88","99%","98%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Dorset","Police Force Area","1,491","1,529","714,637","208.57","99%","96%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Durham","Police Force Area","1,563","1,584","605,364","258.26","98%","98%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Dyfed-Powys","Police Force Area","1,189","1,211","504,714","235.62","99%","98%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Essex","Police Force Area","3,399","3,463","1,608,308","211.32","98%","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Gloucestershire","Police Force Area","1,334","1,371","569,647","234.09","98%","95%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Greater Manchester","Police Force Area","7,878","7,943","2,248,123","350.42","96%","84%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Gwent","Police Force Area","1,415","1,442","554,377","255.26","98%","96%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Hampshire","Police Force Area","3,469","3,542","1,771,378","195.86","98%","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Hertfordshire","Police Force Area","2,076","2,112","977,495","212.33","97%","88%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Humberside","Police Force Area","2,091","2,134","885,279","236.16","99%","96%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Kent","Police Force Area","3,690","3,755","1,607,681","229.55","97%","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Lancashire","Police Force Area","3,304","3,343","1,320,035","250.32","97%","90%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Leicestershire","Police Force Area","2,177","2,208","797,704","272.89","93%","78%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Lincolnshire","Police Force Area","1,211","1,222","696,484","173.85","99%","98%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","London, City of","Police Force Area","768","778","N/A","N/A","95%","79%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Merseyside","Police Force Area","4,362","4,404","1,305,303","334.19","97%","95%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Metropolitan Police","Police Force Area","29,651","30,059","4,881,636","607.39","91%","60%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Norfolk","Police Force Area","1,641","1,675","828,018","198.2","99%","97%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","North Wales","Police Force Area","1,573","1,593","670,704","234.56","99%","97%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","North Yorkshire","Police Force Area","1,444","1,466","769,206","187.69","99%","97%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Northamptonshire","Police Force Area","1,177","1,204","632,822","186.01","96%","91%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Northumbria","Police Force Area","4,038","4,079","1,343,747","300.47","98%","95%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Nottinghamshire","Police Force Area","2,314","2,352","969,501","238.69","96%","89%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","South Wales","Police Force Area","2,791","2,827","1,198,458","232.89","98%","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","South Yorkshire","Police Force Area","2,944","2,986","1,217,653","241.75","97%","91%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Staffordshire","Police Force Area","2,166","2,208","1,032,327","209.85","98%","94%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Suffolk","Police Force Area","1,267","1,295","693,195","182.76","98%","95%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Surrey","Police Force Area","1,777","1,814","1,023,682","173.58","96%","90%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Sussex","Police Force Area","3,141","3,206","1,505,433","208.63","98%","94%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Thames Valley","Police Force Area","4,014","4,084","1,919,646","209.12","96%","85%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","Warwickshire","Police Force Area","937","949","505,688","185.2","96%","93%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","West Mercia","Police Force Area","2,434","2,467","1,176,516","206.92","99%","96%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","West Midlands","Police Force Area","7,940","8,071","1,919,138","413.74","92%","70%"
"Rate per population","2009","As at 31/3","White","ONS 2001 5+1","All","All","Police Officer","Aggregate Officer/Staff","West Yorkshire","Police Force Area","5,572","5,657","1,819,818","306.21","95%","82%"
