"Title","A* to C in English and Maths GCSE by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 attainment data https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes","Boys-Value"," Boys-Denominator ","Notes","Girls-Value"," Girls-Denominator ","Notes"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Camden","Local Authority","E09000007","All pupils","All pupils","63"," 1,422 ","NA","NA","","56"," 605 ","","69"," 817 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","City of London","Local Authority","E09000001","All pupils","All pupils","."," . ","NA","NA","Not applicable","."," . ","Not applicable","."," . ","Not applicable"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hackney","Local Authority","E09000012","All pupils","All pupils","70"," 2,038 ","NA","NA","","65"," 916 ","","73"," 1,122 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","70"," 1,350 ","NA","NA","","66"," 649 ","","74"," 701 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Haringey","Local Authority","E09000014","All pupils","All pupils","64"," 2,231 ","NA","NA","","60"," 1,112 ","","68"," 1,119 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Islington","Local Authority","E09000019","All pupils","All pupils","64"," 1,397 ","NA","NA","","62"," 761 ","","66"," 636 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","76"," 740 ","NA","NA","","74"," 430 ","","77"," 310 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Lambeth","Local Authority","E09000022","All pupils","All pupils","62"," 1,887 ","NA","NA","","58"," 970 ","","67"," 917 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Lewisham","Local Authority","E09000023","All pupils","All pupils","56"," 2,334 ","NA","NA","","49"," 1,236 ","","64"," 1,098 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Newham","Local Authority","E09000025","All pupils","All pupils","63"," 3,489 ","NA","NA","","60"," 1,780 ","","67"," 1,709 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Southwark","Local Authority","E09000028","All pupils","All pupils","69"," 2,386 ","NA","NA","","68"," 1,141 ","","71"," 1,245 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","63"," 2,570 ","NA","NA","","63"," 1,294 ","","64"," 1,276 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wandsworth","Local Authority","E09000032","All pupils","All pupils","70"," 1,660 ","NA","NA","","67"," 872 ","","72"," 788 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Westminster","Local Authority","E09000033","All pupils","All pupils","72"," 1,566 ","NA","NA","","66"," 763 ","","77"," 803 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","60"," 2,201 ","NA","NA","","57"," 1,110 ","","63"," 1,091 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Barnet","Local Authority","E09000003","All pupils","All pupils","73"," 3,647 ","NA","NA","","71"," 1,856 ","","75"," 1,791 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bexley","Local Authority","E09000004","All pupils","All pupils","67"," 3,192 ","NA","NA","","63"," 1,641 ","","70"," 1,551 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Brent","Local Authority","E09000005","All pupils","All pupils","64"," 3,035 ","NA","NA","","60"," 1,515 ","","68"," 1,520 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bromley","Local Authority","E09000006","All pupils","All pupils","72"," 3,305 ","NA","NA","","70"," 1,587 ","","74"," 1,718 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Croydon","Local Authority","E09000008","All pupils","All pupils","61"," 3,844 ","NA","NA","","55"," 1,885 ","","66"," 1,959 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Ealing","Local Authority","E09000009","All pupils","All pupils","65"," 2,781 ","NA","NA","","61"," 1,427 ","","69"," 1,354 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Enfield","Local Authority","E09000010","All pupils","All pupils","63"," 3,579 ","NA","NA","","59"," 1,808 ","","67"," 1,771 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Greenwich","Local Authority","E09000011","All pupils","All pupils","61"," 2,204 ","NA","NA","","59"," 1,093 ","","63"," 1,111 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Harrow","Local Authority","E09000015","All pupils","All pupils","68"," 2,127 ","NA","NA","","64"," 1,063 ","","72"," 1,064 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Havering","Local Authority","E09000016","All pupils","All pupils","64"," 2,917 ","NA","NA","","61"," 1,481 ","","67"," 1,436 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hillingdon","Local Authority","E09000017","All pupils","All pupils","65"," 3,136 ","NA","NA","","62"," 1,637 ","","69"," 1,499 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hounslow","Local Authority","E09000018","All pupils","All pupils","66"," 2,667 ","NA","NA","","63"," 1,354 ","","69"," 1,313 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","78"," 1,515 ","NA","NA","","75"," 703 ","","81"," 812 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Merton","Local Authority","E09000024","All pupils","All pupils","70"," 1,440 ","NA","NA","","66"," 731 ","","73"," 709 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Redbridge","Local Authority","E09000026","All pupils","All pupils","72"," 3,363 ","NA","NA","","68"," 1,747 ","","76"," 1,616 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","71"," 1,367 ","NA","NA","","69"," 638 ","","73"," 729 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Sutton","Local Authority","E09000029","All pupils","All pupils","77"," 2,667 ","NA","NA","","76"," 1,370 ","","78"," 1,297 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","64"," 2,539 ","NA","NA","","59"," 1,259 ","","68"," 1,280 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","61"," 1,076 ","NA","NA","","57"," 548 ","","65"," 528 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","65"," 2,139 ","NA","NA","","62"," 1,094 ","","69"," 1,045 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","74"," 5,622 ","NA","NA","","71"," 2,836 ","","77"," 2,786 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","East Sussex","Local Authority","E10000011","All pupils","All pupils","63"," 4,930 ","NA","NA","","59"," 2,500 ","","67"," 2,430 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Hampshire","Local Authority","E10000014","All pupils","All pupils","67"," 13,101 ","NA","NA","","63"," 6,758 ","","71"," 6,343 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","52"," 1,305 ","NA","NA","","48"," 674 ","","56"," 631 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Kent","Local Authority","E10000016","All pupils","All pupils","64"," 15,727 ","NA","NA","","60"," 7,996 ","","68"," 7,731 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Medway","Local Authority","E06000035","All pupils","All pupils","65"," 2,967 ","NA","NA","","60"," 1,508 ","","69"," 1,459 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","60"," 2,800 ","NA","NA","","57"," 1,420 ","","63"," 1,380 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","66"," 5,975 ","NA","NA","","61"," 3,053 ","","70"," 2,922 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Portsmouth","Local Authority","E06000044","All pupils","All pupils","58"," 1,729 ","NA","NA","","52"," 909 ","","66"," 820 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Reading","Local Authority","E06000038","All pupils","All pupils","64"," 1,169 ","NA","NA","","63"," 625 ","","65"," 544 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Slough","Local Authority","E06000039","All pupils","All pupils","72"," 1,632 ","NA","NA","","68"," 820 ","","77"," 812 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Southampton","Local Authority","E06000045","All pupils","All pupils","57"," 1,952 ","NA","NA","","52"," 967 ","","62"," 985 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Surrey","Local Authority","E10000030","All pupils","All pupils","70"," 10,399 ","NA","NA","","66"," 5,346 ","","74"," 5,053 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","West Berkshire","Local Authority","E06000037","All pupils","All pupils","65"," 1,906 ","NA","NA","","60"," 980 ","","71"," 926 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","West Sussex","Local Authority","E10000032","All pupils","All pupils","65"," 8,118 ","NA","NA","","61"," 4,130 ","","69"," 3,988 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","72"," 1,470 ","NA","NA","","67"," 769 ","","78"," 701 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Wokingham","Local Authority","E06000041","All pupils","All pupils","73"," 1,601 ","NA","NA","","68"," 851 ","","79"," 750 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","70"," 2,022 ","NA","NA","","67"," 982 ","","72"," 1,040 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bournemouth","Local Authority","E06000028","All pupils","All pupils","67"," 1,617 ","NA","NA","","64"," 832 ","","70"," 785 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","60"," 3,138 ","NA","NA","","56"," 1,563 ","","63"," 1,575 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Cornwall","Local Authority","E06000052","All pupils","All pupils","64"," 5,432 ","NA","NA","","61"," 2,761 ","","67"," 2,671 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Devon","Local Authority","E10000008","All pupils","All pupils","65"," 6,971 ","NA","NA","","61"," 3,613 ","","68"," 3,358 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Dorset","Local Authority","E10000009","All pupils","All pupils","65"," 4,153 ","NA","NA","","62"," 2,115 ","","67"," 2,038 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","66"," 6,385 ","NA","NA","","63"," 3,295 ","","70"," 3,090 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","70"," 23 ","NA","NA","","67"," 12 ","","73"," 11 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","North Somerset","Local Authority","E06000024","All pupils","All pupils","63"," 2,176 ","NA","NA","","59"," 1,108 ","","68"," 1,068 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Plymouth","Local Authority","E06000026","All pupils","All pupils","58"," 2,640 ","NA","NA","","52"," 1,345 ","","65"," 1,295 ",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All","All pupils","Poole","Local Authority","E06000029","All pupils","All pupils","68"," 1,438 ","NA","NA","","63"," 744 ","","74"," 694 ",""
