"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Value-Female","Denominator-Female","Lower CI - Female","Upper CI - Female","Notes - Female","All-value","All-Denominator"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Darlington","Local Authority","E06000005","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","51","15"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Gateshead","Local Authority","E08000037","Boys","All pupils","59","11","NA","NA","62","9","NA","NA","","61","20"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Hartlepool","Local Authority","E06000001","Boys","All pupils","!","!","NA","NA","!","!","NA","NA","Suppressed","52","8"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Middlesbrough","Local Authority","E06000002","Boys","All pupils","48","22","NA","NA","53","31","NA","NA","","51","53"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Newcastle upon Tyne","Local Authority","E08000021","Boys","All pupils","52","31","NA","NA","55","34","NA","NA","","54","65"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North Tyneside","Local Authority","E08000022","Boys","All pupils","58","17","NA","NA","51","18","NA","NA","","54","35"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Northumberland","Local Authority","E06000057","Boys","All pupils","57","14","NA","NA","52","22","NA","NA","","53","36"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Redcar and Cleveland","Local Authority","E06000003","Boys","All pupils","50","9","NA","NA","55","11","NA","NA","","53","20"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","South Tyneside","Local Authority","E08000023","Boys","All pupils","50","11","NA","NA","41","6","NA","NA","","46","17"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Stockton-on-Tees","Local Authority","E06000004","Boys","All pupils","49","16","NA","NA","54","9","NA","NA","","51","25"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sunderland","Local Authority","E08000024","Boys","All pupils","42","12","NA","NA","54","15","NA","NA","","48","27"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Blackburn with Darwen","Local Authority","E06000008","Boys","All pupils","45","30","NA","NA","56","31","NA","NA","","51","61"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Blackpool","Local Authority","E06000009","Boys","All pupils","41","12","NA","NA","51","12","NA","NA","","46","24"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bolton","Local Authority","E08000001","Boys","All pupils","43","46","NA","NA","54","42","NA","NA","","48","88"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bury","Local Authority","E08000002","Boys","All pupils","46","51","NA","NA","55","50","NA","NA","","51","101"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Cheshire East","Local Authority","E06000049","Boys","All pupils","47","48","NA","NA","54","45","NA","NA","","51","93"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Cheshire West and Chester","Local Authority","E06000050","Boys","All pupils","46","38","NA","NA","57","34","NA","NA","","51","72"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Cumbria","Local Authority","E10000006","Boys","All pupils","55","22","NA","NA","57","31","NA","NA","","56","53"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Halton","Local Authority","E06000006","Boys","All pupils","58","13","NA","NA","51","12","NA","NA","","55","25"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Knowsley","Local Authority","E08000011","Boys","All pupils","52","11","NA","NA","44","10","NA","NA","","48","21"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Lancashire","Local Authority","E10000017","Boys","All pupils","47","130","NA","NA","54","147","NA","NA","","51","277"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Liverpool","Local Authority","E08000012","Boys","All pupils","42","104","NA","NA","48","99","NA","NA","","45","203"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Manchester","Local Authority","E08000003","Boys","All pupils","43","175","NA","NA","47","169","NA","NA","","45","344"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Oldham","Local Authority","E08000004","Boys","All pupils","44","38","NA","NA","44","52","NA","NA","","44","90"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Rochdale","Local Authority","E08000005","Boys","All pupils","52","33","NA","NA","53","50","NA","NA","","52","83"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Salford","Local Authority","E08000006","Boys","All pupils","49","45","NA","NA","51","35","NA","NA","","50","80"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sefton","Local Authority","E08000014","Boys","All pupils","50","28","NA","NA","50","32","NA","NA","","50","60"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","St Helens","Local Authority","E08000013","Boys","All pupils","53","7","NA","NA","60","8","NA","NA","","57","15"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Stockport","Local Authority","E08000007","Boys","All pupils","49","59","NA","NA","58","46","NA","NA","","53","105"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Tameside","Local Authority","E08000008","Boys","All pupils","48","41","NA","NA","56","33","NA","NA","","52","74"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Trafford","Local Authority","E08000009","Boys","All pupils","55","66","NA","NA","59","66","NA","NA","","57","132"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Warrington","Local Authority","E06000007","Boys","All pupils","44","20","NA","NA","49","15","NA","NA","","46","35"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wigan","Local Authority","E08000010","Boys","All pupils","46","27","NA","NA","55","39","NA","NA","","51","66"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wirral","Local Authority","E08000015","Boys","All pupils","50","34","NA","NA","56","35","NA","NA","","53","69"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Barnsley","Local Authority","E08000016","Boys","All pupils","50","17","NA","NA","53","18","NA","NA","","51","35"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bradford","Local Authority","E08000032","Boys","All pupils","41","103","NA","NA","47","115","NA","NA","","44","218"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Calderdale","Local Authority","E08000033","Boys","All pupils","45","42","NA","NA","52","51","NA","NA","","49","93"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Doncaster","Local Authority","E08000017","Boys","All pupils","44","30","NA","NA","52","31","NA","NA","","48","61"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","East Riding of Yorkshire","Local Authority","E06000011","Boys","All pupils","48","28","NA","NA","59","18","NA","NA","","52","46"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kingston upon Hull, City of","Local Authority","E06000010","Boys","All pupils","49","28","NA","NA","59","16","NA","NA","","53","44"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Kirklees","Local Authority","E08000034","Boys","All pupils","42","118","NA","NA","47","107","NA","NA","","45","225"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Leeds","Local Authority","E08000035","Boys","All pupils","46","172","NA","NA","50","163","NA","NA","","48","335"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North East Lincolnshire","Local Authority","E06000012","Boys","All pupils","47","25","NA","NA","53","13","NA","NA","","49","38"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North Lincolnshire","Local Authority","E06000013","Boys","All pupils","48","9","NA","NA","55","10","NA","NA","","52","19"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","North Yorkshire","Local Authority","E10000023","Boys","All pupils","54","72","NA","NA","55","52","NA","NA","","55","124"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Rotherham","Local Authority","E08000018","Boys","All pupils","48","33","NA","NA","52","25","NA","NA","","50","58"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sheffield","Local Authority","E08000019","Boys","All pupils","43","128","NA","NA","49","137","NA","NA","","46","265"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wakefield","Local Authority","E08000036","Boys","All pupils","47","27","NA","NA","54","37","NA","NA","","51","64"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","York","Local Authority","E06000014","Boys","All pupils","53","17","NA","NA","65","16","NA","NA","","59","33"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Derby","Local Authority","E06000015","Boys","All pupils","43","77","NA","NA","48","89","NA","NA","","46","166"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Derbyshire","Local Authority","E10000007","Boys","All pupils","48","80","NA","NA","50","81","NA","NA","","49","161"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Leicester","Local Authority","E06000016","Boys","All pupils","42","105","NA","NA","46","105","NA","NA","","44","210"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Leicestershire","Local Authority","E10000018","Boys","All pupils","48","133","NA","NA","55","113","NA","NA","","51","246"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Lincolnshire","Local Authority","E10000019","Boys","All pupils","52","73","NA","NA","58","61","NA","NA","","55","134"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Northamptonshire","Local Authority","E10000021","Boys","All pupils","45","158","NA","NA","51","169","NA","NA","","48","327"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Nottingham","Local Authority","E06000018","Boys","All pupils","43","118","NA","NA","46","113","NA","NA","","45","231"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Nottinghamshire","Local Authority","E10000024","Boys","All pupils","47","134","NA","NA","56","121","NA","NA","","51","255"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Rutland","Local Authority","E06000017","Boys","All pupils","40","4","NA","NA","57","5","NA","NA","","50","9"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Birmingham","Local Authority","E08000025","Boys","All pupils","49","432","NA","NA","52","402","NA","NA","","50","834"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Coventry","Local Authority","E08000026","Boys","All pupils","41","96","NA","NA","50","85","NA","NA","","45","181"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Dudley","Local Authority","E08000027","Boys","All pupils","46","97","NA","NA","47","86","NA","NA","","46","183"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Herefordshire, County of","Local Authority","E06000019","Boys","All pupils","54","16","NA","NA","66","9","NA","NA","","58","25"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Sandwell","Local Authority","E08000028","Boys","All pupils","40","127","NA","NA","46","96","NA","NA","","43","223"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Shropshire","Local Authority","E06000051","Boys","All pupils","50","31","NA","NA","54","22","NA","NA","","52","53"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Solihull","Local Authority","E08000029","Boys","All pupils","48","95","NA","NA","49","86","NA","NA","","48","181"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Staffordshire","Local Authority","E10000028","Boys","All pupils","45","90","NA","NA","52","99","NA","NA","","49","189"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Stoke-on-Trent","Local Authority","E06000021","Boys","All pupils","44","36","NA","NA","49","33","NA","NA","","46","69"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Telford and Wrekin","Local Authority","E06000020","Boys","All pupils","50","36","NA","NA","49","34","NA","NA","","50","70"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Walsall","Local Authority","E08000030","Boys","All pupils","46","84","NA","NA","51","71","NA","NA","","48","155"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Warwickshire","Local Authority","E10000031","Boys","All pupils","54","95","NA","NA","55","92","NA","NA","","54","187"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Wolverhampton","Local Authority","E08000031","Boys","All pupils","40","105","NA","NA","49","118","NA","NA","","45","223"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Worcestershire","Local Authority","E10000034","Boys","All pupils","46","93","NA","NA","54","76","NA","NA","","50","169"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","5+1","Bedford","Local Authority","E06000055","Boys","All pupils","43","69","NA","NA","50","74","NA","NA","","46","143"
